@relation os_identification

@attribute os_class string
@attribute os_name string
@attribute features string

@data
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=BD-C7%GCD=1-6%ISR=C0-CA%TI=Z%II=I%TS=8)|OPS(O1=M400CST11NW5%O2=M400CST11NW5%O3=M400CNNT11NW5%O4=M400CST11NW5%O5=M400CST11NW5%O6=M400CST11)|WIN(W1=C00%W2=C00%W3=C00%W4=C00%W5=C00%W6=C00)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=C00%O=M400CNNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=C00%S=O%A=S+%F=AS%O=M400CST11NW5%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C8-D2%GCD=1-6%ISR=CF-D9%TI=Z%TS=8|A|B)|OPS(O1=M5B4ST11NW5%O2=M5B4ST11NW5%O3=M5B4NNT11NW5%O4=M5B4ST11NW5%O5=M5B4ST11NW5%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=O|S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=0-FFFF%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C4-CE%GCD=1-6%ISR=C4-D8%TI=Z%TS=8|9)|OPS(O1=M5B4ST11NW2%O2=M5B4ST11NW2%O3=M5B4NNT11NW2%O4=M5B4ST11NW2%O5=M5B4ST11NW2%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW2%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M5B4ST11NW2%RD=0%Q=)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=N)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(R=N)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CA-D4%GCD=1-6%ISR=CA-D4%TI=Z%TS=8|A)|OPS(O1=M5B4ST11NW5%O2=M5B4ST11NW5%O3=M5B4NNT11NW5%O4=M5B4ST11NW5%O5=M5B4ST11NW5%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=O|S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=0-FFFF%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C5-D2%GCD=1-6%ISR=C4-D5%TI=Z%II=I%TS=7)|OPS(O1=M5B4ST11NW5%O2=M5B4ST11NW5%O3=M5B4NNT11NW5%O4=M5B4ST11NW5%O5=M5B4ST11NW5%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=N)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=AF-C9%GCD=1-6%ISR=BE-DA%TI=Z%II=I%TS=A)|OPS(O1=M400CST11NW5|M400CST11NW7%O2=M400CST11NW5|M400CST11NW7%O3=M400CNNT11NW5|M400CNNT11NW7%O4=M400CST11NW5|M400CST11NW7%O5=M400CST11NW5|M400CST11NW7%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW5|M400CNNSNW7%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C0-CC%GCD=1-6%ISR=C0-CE%TI=Z%CI=Z%II=I%TS=8)|OPS(O1=M488ST11NW2|M488ST11NW4%O2=M488ST11NW2|M488ST11NW4%O3=M488NNT11NW2|M488NNT11NW4%O4=M488ST11NW2|M488ST11NW4%O5=M488ST11NW2|M488ST11NW4%O6=M488ST11)|WIN(W1=11F0%W2=11F0%W3=11F0%W4=11F0%W5=11F0%W6=11F0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=1220%O=M488NNSNW2|M488NNSNW4%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=11F0%S=O%A=S+%F=AS%O=M488ST11NW2|M488ST11NW4%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=BD-CD%GCD=1-6%ISR=C7-D7%TI=Z%II=I%TS=A)|OPS(O1=M5ACST11NW7%O2=M5ACST11NW7%O3=M5ACNNT11NW7%O4=M5ACST11NW7%O5=M5ACST11NW7%O6=M5ACST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5ACNNSNW7%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M5ACST11NW7%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C1-CB%GCD=1-6%ISR=C7-D1%TI=Z%II=I%TS=8)|OPS(O1=M5B4ST11NW9%O2=M5B4ST11NW9%O3=M5B4NNT11NW9%O4=M5B4ST11NW9%O5=M5B4ST11NW9%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW9%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=FA-104%TG=FF%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M5B4ST11NW9%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=A2-AC%GCD=1-6%ISR=C1-CB%TI=Z%II=I%TS=8)|OPS(O1=M400CST11NW6%O2=M400CST11NW6%O3=M400CNNT11NW6%O4=M400CST11NW6%O5=M400CST11NW6%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW6%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW6%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C1-CB%GCD=1-6%ISR=C9-D3%TI=Z%II=I%TS=U)|OPS(O1=M5ACNNSNW5%O2=M5ACNNSNW5%O3=M5ACNW5%O4=M5ACNNSNW5%O5=M5ACNNSNW5%O6=M5ACNNS)|WIN(W1=16D0%W2=16D0%W3=16D0%W4=16D0%W5=16D0%W6=16D0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5ACNNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(R=N)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=BA-CE%GCD=1-6%ISR=C8-D4%TI=Z%II=I%TS=8|A)|OPS(O1=M559ST11NW5%O2=M559ST11NW5%O3=M559NNT11NW5%O4=M559ST11NW5%O5=M559ST11NW5%O6=M559ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M559NNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=O|S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C4-CE%GCD=1-6%ISR=C7-D1%TI=Z%II=I%TS=8)|OPS(O1=M5A8ST11NW4%O2=M5A8ST11NW4%O3=M5A8NNT11NW4%O4=M5A8ST11NW4%O5=M5A8ST11NW4%O6=M5A8ST11)|WIN(W1=1670%W2=1670%W3=1670%W4=1670%W5=1670%W6=1670)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%O=M5A8NNSNW4%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=1670%S=O%A=S+%F=AS%O=M5A8ST11NW4%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C4-CE%GCD=1-6%ISR=CA-D4%TI=Z%CI=Z%II=I%TS=6)|OPS(O1=M5B4ST11NW6%O2=M5B4ST11NW6%O3=M5B4NNT11NW6%O4=M5B4ST11NW6%O5=M5B4ST11NW6%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW6%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M5B4ST11NW6%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C0-CA%GCD=1-6%ISR=C7-D1%TI=Z%CI=Z%II=I%TS=8)|OPS(O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW1%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=BE-D4%GCD=1-6%ISR=CB-D7%TI=Z%II=I%TS=8)|OPS(O1=M400CST11NW4|M400CST11NW5|M400CST11NW6|M400CST11NW7%O2=M400CST11NW4|M400CST11NW5|M400CST11NW6|M400CST11NW7%O3=M400CNNT11NW4|M400CNNT11NW5|M400CNNT11NW6|M400CNNT11NW7%O4=M400CST11NW4|M400CST11NW5|M400CST11NW6|M400CST11NW7%O5=M400CST11NW4|M400CST11NW5|M400CST11NW6|M400CST11NW7%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW4|M400CNNSNW5|M400CNNSNW6|M400CNNSNW7%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW4|M400CST11NW5|M400CST11NW6|M400CST11NW7%RD=0%Q=)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=N)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C0-CA%GCD=1-6%ISR=C5-CF%TI=Z%II=I%TS=8)|OPS(O1=M400CST11NW6|M400CST11NW7%O2=M400CST11NW6|M400CST11NW7%O3=M400CNNT11NW6|M400CNNT11NW7%O4=M400CST11NW6|M400CST11NW7%O5=M400CST11NW6|M400CST11NW7%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW6|M400CNNSNW7%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW6|M400CST11NW7%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=O|S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=O|S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=I%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=BF-C9%GCD=1-6%ISR=CA-D4%TI=Z%TS=8)|OPS(O1=M564ST11NW5%O2=M564ST11NW5%O3=M564NNT11NW5%O4=M564ST11NW5%O5=M564ST11NW5%O6=M564ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M564NNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=21-40%TG=40%W=80%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T3(R=Y%DF=N%T=2C-3F%TG=40%W=100%S=A%A=S+%F=AR%O=WANM109T10S%RD=0%Q=)|T4(R=Y%DF=Y%T=28-3D%TG=40%W=400%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=21-3E%TG=40%W=8000%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T7(R=Y%DF=N%T=27-3E%TG=40%W=FFFF%S=A%A=S+%F=AR%O=WFNM109T10S%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=3390%RUD=G)|IE(R=N)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=FF-109%GCD=1-6%ISR=104-10E%TI=Z%II=I%TS=A)|OPS(O1=M5B4ST11NW6%O2=M5B4ST11NW6%O3=M5B4NNT11NW6%O4=M5B4ST11NW6%O5=M5B4ST11NW6%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW6%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=1B-25%TG=20%W=80%S=A%A=Z%F=R%O=%RD=44BD347E%Q=)|T3(R=N)|T4(R=Y%DF=N%T=1B-25%TG=20%W=400%S=A%A=Z%F=R%O=%RD=44BD347E%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=1B-25%TG=20%W=8000%S=A%A=Z%F=R%O=%RD=44BD347E%Q=)|T7(R=Y%DF=N%T=1B-25%TG=20%W=FFFF%S=A%A=Z%F=R%O=%RD=44BD347E%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=5636%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=A2-D8%GCD=1-6%ISR=E9-FF%TI=Z%II=I%TS=8)|OPS(O1=M400CST11NW2|M400CST11NW3|M400CST11NW5|M400CST11NW6|M400CST11NW7|M400CST11NW8|M400CST11NW9%O2=M400CST11NW2|M400CST11NW3|M400CST11NW5|M400CST11NW6|M400CST11NW7|M400CST11NW8|M400CST11NW9%O3=M400CNNT11NW2|M400CNNT11NW3|M400CNNT11NW5|M400CNNT11NW6|M400CNNT11NW7|M400CNNT11NW8|M400CNNT11NW9%O4=M400CST11NW2|M400CST11NW3|M400CST11NW5|M400CST11NW6|M400CST11NW7|M400CST11NW8|M400CST11NW9%O5=M400CST11NW2|M400CST11NW3|M400CST11NW5|M400CST11NW6|M400CST11NW7|M400CST11NW8|M400CST11NW9%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW2|M400CNNSNW3|M400CNNSNW5|M400CNNSNW6|M400CNNSNW7|M400CNNSNW8|M400CNNSNW9%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW2|M400CST11NW3|M400CST11NW5|M400CST11NW6|M400CST11NW7|M400CST11NW8|M400CST11NW9%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
