@relation os_identification

@attribute os_class string
@attribute os_name string
@attribute features string

@data
'Class Fujitsu Siemens | embedded || specialized','specialized','SEQ(SP=8A-94%GCD=1-6%ISR=97-A1%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109)|WIN(W1=800%W2=800%W3=800%W4=800%W5=800%W6=800)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=800%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T3(R=N)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(R=N)|IE(DFI=N%T=FA-104%TG=FF%CD=Z)'
'Class Fujitsu Siemens | embedded || specialized','specialized','SEQ(SP=8B-95%GCD=1-6%ISR=99-A3%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109)|WIN(W1=2000%W2=2000%W3=2000%W4=2000%W5=2000%W6=2000)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=2000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T3(R=N)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=Z)'
'Class Fujitsu Siemens | ReliantUNIX || general purpose','general purpose','SEQ(SP=91-9B%GCD=1-6%ISR=99-A3%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4NW0%O2=M5B4NW0%O3=M5B4NW0%O4=M5B4NW0%O5=M5B4NW0%O6=M5B4)|WIN(W1=7FFF%W2=7FFF%W3=7FFF%W4=7FFF%W5=7FFF%W6=7FFF)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=7FFF%O=M5B4NW0%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=3B-45%TG=40%W=7FFF%S=O%A=O%F=AS%O=M5B4NW0%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=7FFF%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=Z%RUCK=G%RUD=G)|IE(DFI=S%T=FA-104%TG=FF%CD=S)'
'Class Fujitsu | embedded || storage-misc','storage-misc','SEQ(SP=92-B4%GCD=1-6%ISR=92-A4%TI=BI%CI=BI%II=BI%SS=S%TS=U)|OPS(O1=NNM57ESNW0%O2=NNM57ESNW0%O3=M57ENW0%O4=NNM57ESNW0%O5=NNM57ESNW0%O6=NNM57ES)|WIN(W1=2710%W2=2710%W3=2710%W4=2710%W5=2710%W6=2710)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=2710%O=NNM57ESNW0%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=Z%F=R%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=138%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=3B-45%TG=40%CD=Z)'
'Class Funkwerk | embedded || broadband router','broadband router','SEQ(SP=64-6E%GCD=1-6%ISR=8A-94%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4)|WIN(W1=4000%W2=4000%W3=4000%W4=4000%W5=4000%W6=4000)|ECN(R=Y%DF=N%T=70-7A%TG=80%W=4000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=70-7A%TG=80%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=70-7A%TG=80%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=70-7A%TG=80%W=0%S=Z%A=O%F=AR%O=%RD=0%Q=)|T4(R=Y%DF=N%T=70-7A%TG=80%W=0%S=A%A=S%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=70-7A%TG=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=70-7A%TG=80%W=0%S=A%A=S%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=70-7A%TG=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=70-7A%TG=80%IPL=38%UN=CEEA%RIPL=G%RID=0%RIPCK=I%RUCK=G%RUD=G)|IE(DFI=S%T=70-7A%TG=80%CD=S)'
'Class Funkwerk | embedded || WAP','WAP','SEQ(SP=63-6D%GCD=1-6%ISR=8A-94%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4)|WIN(W1=4000%W2=4000%W3=4000%W4=4000%W5=4000%W6=4000)|ECN(R=Y%DF=N%T=6F-79%TG=80%W=4000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=6F-79%TG=80%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=6F-79%TG=80%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=6F-79%TG=80%W=0%S=Z%A=O%F=AR%O=%RD=0%Q=)|T4(R=Y%DF=N%T=6F-79%TG=80%W=0%S=A%A=S%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=6F-79%TG=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=6F-79%TG=80%W=0%S=A%A=S%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=6F-79%TG=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=39-43%TG=40%IPL=38%UN=5E09%RIPL=G%RID=2%RIPCK=I%RUCK=G%RUD=G)|IE(DFI=S%T=6F-79%TG=80%CD=S)'
'Class GalaxyMetalGear | embedded || storage-misc','storage-misc','SEQ(SP=0-6E%GCD=1-6|1710|1714|2E20|2E28|4530|453C|5C40|5C50|7350|7364%ISR=7A-84%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=N%T=1B-25%TG=20%W=8000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=1B-25%TG=20%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=1B-25%TG=20%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=1B-25%TG=20%W=8000%S=O%A=S+%F=AS%O=M109%RD=0%Q=)|T4(R=Y%DF=N%T=1B-25%TG=20%W=0%S=A%A=S%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=1B-25%TG=20%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=1B-25%TG=20%W=0%S=A%A=S%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=1B-25%TG=20%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=1B-25%TG=20%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=I%RUCK=G%RUD=G)|IE(DFI=N%T=1B-25%TG=20%CD=S)'
'Class Garmin | embedded || webcam','webcam','SEQ(SP=10-1A%GCD=1-6%ISR=54-5E%TI=I%CI=I%II=RI%SS=O%TS=U)|OPS(O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=8000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M5B4%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=8000%S=A%A=S%F=AR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=8000%S=A%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=8000%S=A%A=S%F=AR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=8000%S=A%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=3B-45%TG=40%CD=S)'
'Class Geist | embedded || specialized','specialized','SEQ(SP=C0-DA%GCD=1-6%ISR=D4-DE%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4W0L%O2=M5B4W0L%O3=M5B4W0L%O4=M5B4W0L%O5=M5B4W0L%O6=M5B4)|WIN(W1=4000%W2=4000%W3=4000%W4=4000%W5=4000%W6=4000)|ECN(R=Y%DF=N%T=6D-77%TG=80%W=4000%O=M5B4W0L%CC=N%Q=)|T1(R=Y%DF=N%T=6D-77%TG=80%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=6D-77%TG=80%W=4000%S=O%A=S+%F=AS%O=M5B4W0L%RD=0%Q=)|T4(R=Y%DF=N%T=6D-77%TG=80%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=6D-77%TG=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=6D-77%TG=80%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=6D-77%TG=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=6D-77%TG=80%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=5509%RUD=G)|IE(DFI=N%T=6D-77%TG=80%CD=Z)'
'Class Geist | embedded || specialized','specialized','SEQ(SP=30-46%GCD=1-6%ISR=96-A0%TI=Z%CI=Z%II=RI%TS=U)|OPS(O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109)|WIN(W1=5B4%W2=5B4%W3=5B4%W4=5B4%W5=5B4%W6=5B4)|ECN(R=Y%DF=Y%T=FA-104%TG=FF%W=5B4%O=M5B4%CC=N%Q=)|T1(R=Y%DF=Y%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=FA-104%TG=FF%W=5B4%S=O%A=O|S+%F=AS%O=M109%RD=0%Q=)|T4(R=Y%DF=Y%T=FA-104%TG=FF%W=5B4%S=A+%A=S%F=AR%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=FA-104%TG=FF%W=5B4%S=A%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=FA-104%TG=FF%W=5B4%S=A%A=S%F=AR%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=FA-104%TG=FF%W=5B4%S=A%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=Y%T=FA-104%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=20-3C%TG=40%CD=S)'
'Class Siemens | embedded || WAP','WAP','SEQ(SP=BB-D3%GCD=1-6%ISR=CB-D5%TI=Z%CI=Z%II=I%TS=8)|OPS(R=N)|WIN(R=N)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NW0%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M5B4NNT11NW0%RD=0%Q=)|T4(R=Y%DF=Y%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class General Dynamics | embedded || specialized','specialized','SEQ(SP=F7-101%GCD=1-6%ISR=10A-114%CI=I%II=I%TS=0)|OPS(O1=M5B4NW0NNT00NNS%O2=M5B4NW0NNT00NNS%O3=M5B4NW0NNT00%O4=M5B4NW0NNT00NNS%O5=M5B4NW0NNT00NNS%O6=)|WIN(W1=FFFF%W2=FFFF%W3=FFFF%W4=FFFF%W5=FFFF%W6=0)|ECN(R=Y%DF=N%T=7B-85%TG=80%W=0%O=%CC=N%Q=)|T1(R=Y%DF=Y%T=7B-85%TG=80%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=N%T=7B-85%TG=80%W=0%S=A%A=O%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=7B-85%TG=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=7B-85%TG=80%W=0%S=A%A=O%F=R%O=%RD=0%Q=)|T7(R=N)|U1(R=N)|IE(DFI=S%T=7B-85%TG=80%CD=Z)'
'Class Generex | embedded || power-device','power-device','SEQ(SP=0-15%GCD=F4240|1E8480|2DC6C0|3D0900|4C4B40%ISR=B6-C0%TI=BI%II=RI%SS=O|S%TS=U)|OPS(O1=M5B4NNNN%O2=M578NNNN%O3=M218NNNN%O4=M218NNNN%O5=M218NNNN%O6=M128NNNN)|WIN(W1=1000%W2=1000%W3=1000%W4=1000%W5=1000%W6=1000)|ECN(R=Y%DF=Y%T=7B-85%TG=80%W=1000%O=M5B4NNNN%CC=N%Q=)|T1(R=Y%DF=Y%T=7B-85%TG=80%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=7B-85%TG=80%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T3(R=Y%DF=Y%T=7B-85%TG=80%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T4(R=Y%DF=Y%T=7B-85%TG=80%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=7B-85%TG=80%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=7B-85%TG=80%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=7B-85%TG=80%W=0%S=A%A=S+%F=AR%O=%RD=0%Q=)|U1(R=N)|IE(DFI=S%T=3B-45%TG=40%CD=Z)'
'Class George Robotics | Micropython | 1.X | specialized','specialized','SEQ(SP=FE-108%GCD=1-6%ISR=FC-106%TI=Z%CI=I%II=RI%TS=7)|OPS(O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11)|WIN(W1=7120%W2=7120%W3=7120%W4=7120%W5=7120%W6=7120)|ECN(R=Y%DF=Y%T=3C-46%TG=40%W=7210%O=M5B4NNSNW4%CC=N%Q=)|T1(R=Y%DF=Y%T=3C-46%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3C-46%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=860%S=A%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=860%S=A%A=S%F=AR%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=FA-104%TG=FF%CD=S)'
'Class Linux | Linux | 3.X | webcam','webcam','SEQ(SP=101-10B%GCD=1-6%ISR=102-10C%TI=Z%CI=Z%II=I%TS=U)|OPS(O1=M5B4NNSNW0%O2=M5B4NNSNW0%O3=M5B4NW0%O4=M5B4NNSNW0%O5=M5B4NNSNW0%O6=M5B4NNS)|WIN(W1=3908%W2=3908%W3=3908%W4=3908%W5=3908%W6=3908)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=3908%O=M5B4NNSNW0%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Solwise | embedded || broadband router','broadband router','SEQ(SP=FA-10C%GCD=1-6%ISR=100-112%TI=I%II=I%SS=S%TS=U)|OPS(O1=M58C%O2=M58C%O3=M58C%O4=M58C%O5=M58C%O6=M58C)|WIN(W1=3E80%W2=3E80%W3=3E80%W4=3E80%W5=3E80%W6=3E80)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=3E80%O=M58C%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=N)|T6(R=N)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class GNU | Hurd || general purpose','general purpose','SEQ(SP=0-27%GCD=>2710%ISR=9A-A4%TI=I%II=I%SS=S%TS=7)|OPS(O1=M5B4ST11NW0%O2=M578ST11NW0%O3=M280NNT11NW0%O4=M218ST11NW0%O5=M218ST11NW0%O6=M109ST11)|WIN(W1=7D78%W2=7DC8%W3=7F80%W4=7FB8%W5=7FB8%W6=7F53)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=7D78%O=M5B4NNSNW0%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=7F53%S=O%A=S+%F=AS%O=M109ST11NW0%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class GNU | Hurd || general purpose','general purpose','SEQ(CI=I%II=I)|OPS(O1=%O2=%O3=%O4=%O5=%O6=)|WIN(W1=0%W2=0%W3=0%W4=0%W5=0%W6=0)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=0%O=%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=Z%A=S+%F=AR%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class Linux | Linux | 2.6.X | phone','phone','SEQ(SP=C6-D0%GCD=1-6%ISR=CD-D9%TI=Z%CI=Z%II=I%TS=7|A)|OPS(O1=M5B4ST11NW0%O2=M5B4ST11NW0%O3=M5B4NNT11NW0%O4=M5B4ST11NW0%O5=M5B4ST11NW0%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3C-46%TG=40%W=16D0%O=M5B4NNSNW0%CC=N%Q=)|T1(R=Y%DF=Y%T=3C-46%TG=40%S=O%A=O|S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3C-46%TG=40%W=16A0%S=O%A=O|S+%F=AS%O=M5B4ST11NW0%RD=0%Q=)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | phone','phone','SEQ(SP=C3-CD%GCD=1-6%ISR=C9-D3%TI=Z%CI=Z%II=I%TS=7)|OPS(O1=ST11M5B4NW2%O2=ST11M5B4NW2%O3=NNT11M5B4NW2%O4=ST11M5B4NW2%O5=ST11M5B4NW2%O6=ST11M5B4)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW2%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=ST11M5B4NW2%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | phone','phone','SEQ(SP=AE-CE%GCD=1-6%ISR=C6-D4%TI=Z%CI=Z%II=I%TS=7)|OPS(O1=ST11M5B4NW1%O2=ST11M5B4NW1%O3=NNT11M5B4NW1%O4=ST11M5B4NW1%O5=ST11M5B4NW1%O6=ST11M5B4)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW1%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=ST11M5B4NW1%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
